(27795, 'pending', 2024, 3, 31, 23, 'Danforth Village')
(7801, 'found', 2021, 8, 16, 15, 'High Park')
(9221, 'not found', 2021, 9, 16, 14, 'The Annex')
(48994, 'not found', 2021, 11, 16, 14, 'High Park')
(48508, 'found', 2021, 5, 16, 13, 'Distillery District')
(21228, 'pending', 2021, 2, 16, 13, 'Little Italy')
(13515, 'found', 2021, 5, 16, 12, 'Danforth Village')
(16119, 'found', 2021, 10, 16, 11, 'Yorkville')
(48801, 'not found', 2021, 3, 16, 11, 'Chinatown')
(32184, 'found', 2021, 9, 16, 11, 'Bloor West Village')
(29828, 'found', 2021, 12, 16, 11, 'Parkdale')
(36752, 'found', 2021, 5, 16, 11, 'Yorkville')
(24620, 'pending', 2021, 2, 16, 11, 'Danforth Village')
(33860, 'found', 2021, 10, 16, 10, 'St. Lawrence Market')
(25829, 'found', 2021, 4, 16, 10, 'Liberty Village')
(1986, 'not found', 2021, 3, 16, 10, 'Rosedale')
(13078, 'found', 2021, 4, 16, 10, 'Chinatown')
(15463, 'found', 2021, 3, 16, 10, 'Kensington Market')
(8500, 'not found', 2021, 8, 16, 8, 'Distillery District')
(19692, 'not found', 2021, 3, 16, 8, 'The Annex')
(13460, 'not found', 2021, 3, 16, 7, 'Little Italy')
(11820, 'not found', 2021, 8, 16, 7, 'Danforth Village')
(13169, 'not found', 2021, 12, 16, 6, 'Parkdale')
(15750, 'not found', 2021, 6, 16, 5, 'Distillery District')
(2101, 'pending', 2021, 3, 16, 5, 'Kensington Market')
(38273, 'found', 2021, 9, 16, 5, 'The Beaches')
(32843, 'found', 2021, 9, 16, 4, 'Church and Wellesley')
(49493, 'not found', 2021, 7, 16, 4, 'The Beaches')
(23246, 'not found', 2021, 10, 16, 3, 'Yorkville')
(40608, 'found', 2021, 8, 16, 3, 'Yorkville')
(43681, 'found', 2021, 2, 16, 3, 'Queen West')
(4881, 'not found', 2021, 9, 16, 2, 'The Beaches')
(10439, 'not found', 2021, 5, 16, 1, 'Leslieville')
(38167, 'found', 2021, 3, 16, 1, 'Queen West')
(43308, 'found', 2021, 11, 16, 0, 'Rosedale')
(37131, 'pending', 2021, 8, 15, 23, 'Chinatown')
(30056, 'found', 2021, 11, 15, 23, 'The Annex')
(13241, 'pending', 2021, 7, 15, 23, 'The Beaches')
(13339, 'found', 2021, 11, 15, 23, 'Queen West')
(19940, 'found', 2021, 2, 15, 21, 'The Beaches')
(21083, 'not found', 2021, 5, 15, 21, 'The Annex')
(5592, 'found', 2021, 10, 15, 21, 'Parkdale')
(8801, 'not found', 2021, 4, 15, 21, 'Church and Wellesley')
(31744, 'pending', 2021, 8, 15, 21, 'Little Italy')
(33542, 'found', 2021, 8, 15, 21, 'Scarborough Bluffs')
(47572, 'pending', 2021, 1, 15, 21, 'Bloor West Village')
(48703, 'found', 2021, 8, 15, 19, 'Danforth Village')
(22122, 'found', 2021, 1, 15, 19, 'The Annex')
(48902, 'not found', 2021, 11, 15, 18, 'Cabbagetown')
(35446, 'pending', 2021, 3, 15, 18, 'St. Lawrence Market')
(36587, 'pending', 2021, 8, 15, 18, 'High Park')
(36723, 'not found', 2021, 2, 15, 18, 'Chinatown')
(38360, 'found', 2021, 3, 15, 17, 'Leslieville')
(18506, 'pending', 2021, 7, 15, 17, 'Parkdale')
(36478, 'pending', 2021, 3, 15, 15, 'Rosedale')
(37417, 'not found', 2021, 4, 15, 15, 'Parkdale')
(38103, 'found', 2021, 8, 15, 15, 'Cabbagetown')
(34363, 'found', 2021, 10, 15, 14, 'Liberty Village')
(40500, 'pending', 2021, 4, 15, 13, 'Parkdale')
(35326, 'not found', 2021, 4, 15, 12, 'Little Italy')
(28103, 'pending', 2021, 6, 15, 11, 'Cabbagetown')
(8454, 'found', 2021, 1, 15, 11, 'Roncesvalles')
(15093, 'not found', 2021, 12, 15, 10, 'The Beaches')
(21202, 'pending', 2021, 2, 15, 9, 'Roncesvalles')
(49538, 'found', 2021, 8, 15, 9, 'Church and Wellesley')
(44852, 'found', 2021, 9, 15, 9, 'St. Lawrence Market')
(44895, 'found', 2021, 8, 15, 9, 'Roncesvalles')
(44227, 'found', 2021, 8, 15, 9, 'Yorkville')
(43523, 'found', 2021, 5, 15, 7, 'Church and Wellesley')
(41012, 'pending', 2021, 10, 15, 7, 'Kensington Market')
(2348, 'found', 2021, 9, 15, 7, 'Distillery District')
(23755, 'found', 2021, 6, 15, 6, 'Scarborough Bluffs')
(2807, 'found', 2021, 4, 15, 5, 'Liberty Village')
(44887, 'not found', 2021, 12, 15, 4, 'Bloor West Village')
(18563, 'pending', 2021, 10, 15, 3, 'Chinatown')
(4906, 'not found', 2021, 2, 15, 3, 'Cabbagetown')
(39485, 'found', 2021, 3, 15, 2, 'Cabbagetown')
(19673, 'not found', 2021, 3, 15, 1, 'Distillery District')
(12225, 'not found', 2021, 4, 15, 0, 'Church and Wellesley')
(28450, 'pending', 2021, 3, 15, 0, 'Cabbagetown')
(33171, 'not found', 2021, 8, 15, 0, 'Little Italy')
(6886, 'pending', 2021, 9, 14, 23, 'Yorkville')
(14148, 'found', 2021, 5, 14, 23, 'Liberty Village')
(21749, 'not found', 2021, 4, 14, 22, 'Church and Wellesley')
(29683, 'found', 2021, 3, 14, 22, 'Queen West')
(35442, 'not found', 2021, 3, 14, 22, 'Chinatown')
(36512, 'not found', 2021, 11, 14, 20, 'Parkdale')
(41081, 'found', 2021, 4, 14, 20, 'Roncesvalles')
(42728, 'found', 2021, 1, 14, 20, 'The Annex')
(44499, 'not found', 2021, 1, 14, 17, 'Yorkville')
(32099, 'not found', 2021, 10, 14, 17, 'Roncesvalles')
(21576, 'found', 2021, 1, 14, 17, 'The Beaches')
(3842, 'found', 2021, 3, 14, 17, 'St. Lawrence Market')
(12720, 'pending', 2021, 12, 14, 17, 'Scarborough Bluffs')
(13165, 'pending', 2021, 3, 14, 17, 'St. Lawrence Market')
(12359, 'pending', 2021, 4, 14, 16, 'Kensington Market')
(1705, 'found', 2021, 6, 14, 16, 'Distillery District')
(39267, 'found', 2021, 7, 14, 16, 'Kensington Market')
(37052, 'found', 2021, 6, 14, 15, 'Leslieville')
(25479, 'not found', 2021, 2, 14, 15, 'Roncesvalles')
(12581, 'found', 2021, 2, 14, 15, 'Chinatown')
(11378, 'found', 2021, 11, 14, 14, 'The Beaches')
(5017, 'not found', 2021, 9, 14, 14, 'Rosedale')
(20667, 'pending', 2021, 4, 14, 14, 'Cabbagetown')
(16006, 'found', 2021, 4, 14, 14, 'Queen West')
(23267, 'not found', 2021, 11, 14, 14, 'Bloor West Village')
(41475, 'not found', 2021, 8, 14, 12, 'Cabbagetown')
(10015, 'not found', 2021, 6, 14, 12, 'Rosedale')
(39195, 'found', 2021, 3, 14, 11, 'Kensington Market')
(39391, 'found', 2021, 11, 14, 11, 'Scarborough Bluffs')
(23866, 'found', 2021, 4, 14, 11, 'Parkdale')
(49445, 'found', 2021, 2, 14, 11, 'Bloor West Village')
(30045, 'found', 2021, 9, 14, 10, 'Cabbagetown')
(44891, 'pending', 2021, 4, 14, 10, 'Little Italy')
(27850, 'found', 2021, 8, 14, 10, 'High Park')
(14917, 'not found', 2021, 9, 14, 10, 'Church and Wellesley')
(43398, 'not found', 2021, 9, 14, 9, 'Kensington Market')
(24754, 'not found', 2021, 11, 14, 8, 'The Annex')
(30156, 'found', 2021, 9, 14, 8, 'Little Italy')
(7604, 'pending', 2021, 7, 14, 8, 'The Annex')
(19806, 'not found', 2021, 2, 14, 6, 'Yorkville')
(41892, 'not found', 2021, 9, 14, 6, 'Rosedale')
(29212, 'found', 2021, 1, 14, 5, 'Danforth Village')
(22689, 'not found', 2021, 2, 14, 5, 'St. Lawrence Market')
(35130, 'found', 2021, 8, 14, 5, 'Leslieville')
(16835, 'found', 2021, 1, 14, 5, 'Church and Wellesley')
(30381, 'found', 2021, 3, 14, 4, 'Church and Wellesley')
(2747, 'found', 2021, 2, 14, 3, 'Queen West')
(19857, 'not found', 2021, 7, 14, 2, 'Roncesvalles')
(18011, 'found', 2021, 7, 14, 2, 'Roncesvalles')
(39029, 'not found', 2021, 5, 14, 2, 'The Annex')
(39551, 'not found', 2021, 11, 14, 2, 'Yorkville')
(40079, 'not found', 2021, 9, 14, 2, 'The Beaches')
(35434, 'not found', 2021, 1, 14, 1, 'Cabbagetown')
(32632, 'found', 2021, 2, 14, 1, 'Leslieville')
(47175, 'pending', 2021, 11, 14, 1, 'Chinatown')
(18540, 'found', 2021, 12, 14, 1, 'The Annex')
(10379, 'found', 2021, 4, 14, 0, 'Bloor West Village')
(10895, 'not found', 2021, 5, 14, 0, 'St. Lawrence Market')
(21059, 'found', 2021, 12, 13, 23, 'St. Lawrence Market')
(9961, 'found', 2021, 12, 13, 22, 'Roncesvalles')
(42862, 'pending', 2021, 8, 13, 22, 'Chinatown')
(30824, 'found', 2021, 8, 13, 21, 'Danforth Village')
(38790, 'not found', 2021, 9, 13, 21, 'Scarborough Bluffs')
(12784, 'found', 2021, 12, 13, 21, 'Bloor West Village')
(18, 'pending', 2021, 12, 13, 21, 'High Park')
(10163, 'found', 2021, 12, 13, 20, 'Parkdale')
(5024, 'found', 2021, 9, 13, 20, 'Kensington Market')
(21340, 'found', 2021, 9, 13, 19, 'High Park')
(29849, 'found', 2021, 6, 13, 19, 'The Beaches')
(38315, 'found', 2021, 10, 13, 18, 'Distillery District')
(9244, 'not found', 2021, 11, 13, 18, 'Distillery District')
(4023, 'pending', 2021, 7, 13, 17, 'Yorkville')
(24245, 'found', 2021, 10, 13, 17, 'Yorkville')
(38540, 'found', 2021, 4, 13, 16, 'Queen West')
(6312, 'found', 2021, 5, 13, 16, 'Queen West')
(12187, 'found', 2021, 12, 13, 16, 'Church and Wellesley')
(10922, 'not found', 2021, 4, 13, 14, 'Little Italy')
(19110, 'not found', 2021, 11, 13, 14, 'Chinatown')
(40650, 'found', 2021, 12, 13, 14, 'Leslieville')
(22660, 'found', 2021, 2, 13, 14, 'Cabbagetown')
(24052, 'pending', 2021, 11, 13, 13, 'Chinatown')
(45913, 'found', 2021, 10, 13, 13, 'Leslieville')
(35686, 'found', 2021, 6, 13, 13, 'St. Lawrence Market')
(24767, 'found', 2021, 3, 13, 12, 'Kensington Market')
(41351, 'not found', 2021, 11, 13, 12, 'Bloor West Village')
(26265, 'found', 2021, 10, 13, 12, 'Danforth Village')
(15035, 'found', 2021, 5, 13, 12, 'St. Lawrence Market')
(19636, 'found', 2021, 7, 13, 10, 'Parkdale')
(46464, 'found', 2021, 4, 13, 10, 'Rosedale')
(3806, 'found', 2021, 6, 13, 9, 'Distillery District')
(49927, 'not found', 2021, 12, 13, 8, 'The Beaches')
(16896, 'found', 2021, 10, 13, 7, 'Yorkville')
(5652, 'not found', 2021, 11, 13, 6, 'Roncesvalles')
(12020, 'not found', 2021, 2, 13, 6, 'Scarborough Bluffs')
(27029, 'pending', 2021, 6, 13, 6, 'Parkdale')
(45665, 'found', 2021, 6, 13, 4, 'Leslieville')
(41867, 'pending', 2021, 11, 13, 4, 'The Annex')
(43920, 'found', 2021, 8, 13, 4, 'Bloor West Village')
(31058, 'found', 2021, 4, 13, 4, 'The Annex')
(46012, 'found', 2021, 9, 13, 3, 'High Park')
(28366, 'not found', 2021, 10, 13, 3, 'Scarborough Bluffs')
(32792, 'not found', 2021, 7, 13, 2, 'Rosedale')
(35036, 'not found', 2021, 8, 13, 2, 'The Beaches')
(15196, 'found', 2021, 5, 13, 2, 'High Park')
(22052, 'found', 2021, 7, 13, 1, 'Little Italy')
(33144, 'not found', 2021, 2, 13, 1, 'Chinatown')
(38222, 'pending', 2021, 6, 13, 1, 'Cabbagetown')
(27072, 'found', 2021, 12, 13, 1, 'Roncesvalles')
(19168, 'found', 2021, 3, 13, 0, 'Scarborough Bluffs')
(3040, 'found', 2021, 12, 13, 0, 'Scarborough Bluffs')
(6135, 'found', 2021, 8, 13, 0, 'Liberty Village')
(22984, 'not found', 2021, 11, 12, 22, 'Danforth Village')
(19956, 'found', 2021, 10, 12, 21, 'St. Lawrence Market')
(15051, 'found', 2021, 9, 12, 20, 'The Beaches')
(10521, 'found', 2021, 12, 12, 20, 'Parkdale')
(9327, 'not found', 2021, 4, 12, 20, 'High Park')
(23259, 'found', 2021, 3, 12, 20, 'The Annex')
(45489, 'not found', 2021, 2, 12, 20, 'Little Italy')
(34697, 'not found', 2021, 4, 12, 19, 'Chinatown')
(39162, 'pending', 2021, 4, 12, 19, 'Bloor West Village')
(16428, 'pending', 2021, 3, 12, 18, 'Little Italy')
(16508, 'found', 2021, 8, 12, 18, 'The Annex')
(11146, 'found', 2021, 8, 12, 18, 'Parkdale')
(13659, 'not found', 2021, 12, 12, 17, 'Little Italy')
(39645, 'found', 2021, 2, 12, 17, 'Leslieville')
(33419, 'not found', 2021, 9, 12, 16, 'Parkdale')
(34532, 'pending', 2021, 9, 12, 16, 'Cabbagetown')
(6907, 'found', 2021, 2, 12, 16, 'Liberty Village')
(12964, 'not found', 2021, 12, 12, 15, 'The Annex')
(28728, 'found', 2021, 8, 12, 15, 'Bloor West Village')
(35347, 'found', 2021, 7, 12, 15, 'Church and Wellesley')
(37726, 'found', 2021, 2, 12, 15, 'Danforth Village')
(24520, 'found', 2021, 11, 12, 14, 'High Park')
(17253, 'found', 2021, 8, 12, 14, 'St. Lawrence Market')
(32281, 'pending', 2021, 8, 12, 12, 'St. Lawrence Market')
(35127, 'not found', 2021, 7, 12, 12, 'Danforth Village')
(22562, 'found', 2021, 12, 12, 11, 'High Park')
(23336, 'found', 2021, 12, 12, 11, 'Rosedale')
(45575, 'found', 2021, 12, 12, 11, 'High Park')
(49272, 'not found', 2021, 12, 12, 10, 'Rosedale')
(7455, 'not found', 2021, 3, 12, 8, 'The Annex')
(3635, 'found', 2021, 11, 12, 8, 'High Park')
(271, 'pending', 2021, 10, 12, 8, 'Leslieville')
(8734, 'pending', 2021, 11, 12, 7, 'Church and Wellesley')
(48270, 'pending', 2021, 8, 12, 7, 'Distillery District')
(47452, 'pending', 2021, 4, 12, 7, 'Chinatown')
(28270, 'found', 2021, 5, 12, 6, 'The Annex')
(41161, 'not found', 2021, 4, 12, 5, 'St. Lawrence Market')
(27153, 'found', 2021, 11, 12, 4, 'Scarborough Bluffs')
(703, 'pending', 2021, 7, 12, 3, 'Distillery District')
(1347, 'found', 2021, 7, 12, 2, 'Distillery District')
(45771, 'found', 2021, 1, 12, 1, 'Yorkville')
(46536, 'found', 2021, 2, 12, 1, 'Bloor West Village')
(34767, 'found', 2021, 12, 11, 23, 'Rosedale')
(27091, 'not found', 2021, 3, 11, 23, 'Scarborough Bluffs')
(14686, 'pending', 2021, 9, 11, 23, 'Kensington Market')
(15880, 'not found', 2021, 9, 11, 22, 'St. Lawrence Market')
(9264, 'found', 2021, 10, 11, 22, 'Leslieville')
(29057, 'found', 2021, 11, 11, 22, 'Church and Wellesley')
(46175, 'found', 2021, 11, 11, 21, 'Danforth Village')
(2785, 'found', 2021, 5, 11, 21, 'Queen West')
(3830, 'found', 2021, 8, 11, 20, 'Little Italy')
(40239, 'found', 2021, 8, 11, 20, 'The Annex')
(47124, 'found', 2021, 3, 11, 19, 'Distillery District')
(39686, 'found', 2021, 12, 11, 18, 'High Park')
(10385, 'pending', 2021, 5, 11, 18, 'Chinatown')
(21608, 'pending', 2021, 8, 11, 17, 'Rosedale')
(6753, 'found', 2021, 10, 11, 17, 'Yorkville')
(44851, 'found', 2021, 12, 11, 17, 'Liberty Village')
(44172, 'not found', 2021, 3, 11, 16, 'High Park')
(7479, 'not found', 2021, 7, 11, 16, 'Liberty Village')
(11536, 'not found', 2021, 10, 11, 16, 'Bloor West Village')
(16907, 'found', 2021, 9, 11, 16, 'Chinatown')
(3473, 'found', 2021, 11, 11, 15, 'Danforth Village')
(25581, 'not found', 2021, 8, 11, 15, 'Queen West')
(24499, 'found', 2021, 3, 11, 13, 'The Beaches')
(25547, 'found', 2021, 2, 11, 13, 'Kensington Market')
(28876, 'found', 2021, 1, 11, 13, 'Cabbagetown')
(36104, 'not found', 2021, 10, 11, 12, 'Yorkville')
(6058, 'pending', 2021, 7, 11, 12, 'The Annex')
(17738, 'found', 2021, 4, 11, 12, 'Cabbagetown')
(7368, 'found', 2021, 6, 11, 11, 'Roncesvalles')
(14729, 'found', 2021, 10, 11, 11, 'St. Lawrence Market')
(15852, 'not found', 2021, 6, 11, 11, 'The Beaches')
(42929, 'found', 2021, 1, 11, 11, 'Cabbagetown')
(35746, 'not found', 2021, 12, 11, 10, 'The Annex')
(16565, 'pending', 2021, 4, 11, 10, 'Cabbagetown')
(21930, 'not found', 2021, 7, 11, 10, 'High Park')
(1478, 'not found', 2021, 11, 11, 10, 'Bloor West Village')
(1643, 'not found', 2021, 4, 11, 9, 'Bloor West Village')
(20623, 'found', 2021, 2, 11, 8, 'Little Italy')
(30038, 'found', 2021, 10, 11, 8, 'St. Lawrence Market')
(32498, 'found', 2021, 11, 11, 8, 'Kensington Market')
(42551, 'found', 2021, 12, 11, 7, 'Danforth Village')
(24626, 'found', 2021, 4, 11, 7, 'Queen West')
(15279, 'found', 2021, 4, 11, 7, 'Roncesvalles')
(62, 'not found', 2021, 8, 11, 7, 'Scarborough Bluffs')
(4894, 'found', 2021, 2, 11, 7, 'Bloor West Village')
(12124, 'pending', 2021, 4, 11, 4, 'Rosedale')
(24318, 'pending', 2021, 9, 11, 4, 'The Beaches')
(43916, 'found', 2021, 11, 11, 4, 'Yorkville')
(27693, 'not found', 2021, 3, 11, 4, 'Roncesvalles')
(46568, 'not found', 2021, 1, 11, 4, 'Distillery District')
(12748, 'pending', 2021, 12, 11, 3, 'The Beaches')
(1534, 'found', 2021, 9, 11, 3, 'Roncesvalles')
(439, 'not found', 2021, 4, 11, 2, 'Liberty Village')
(6133, 'found', 2021, 2, 11, 2, 'Roncesvalles')
(7202, 'not found', 2021, 9, 11, 2, 'The Annex')
(23121, 'not found', 2021, 5, 11, 2, 'Chinatown')
(33301, 'not found', 2021, 8, 11, 1, 'Yorkville')
(41447, 'not found', 2021, 7, 11, 1, 'Distillery District')
(42597, 'pending', 2021, 8, 11, 1, 'High Park')
(4366, 'pending', 2021, 12, 11, 1, 'Bloor West Village')
(15897, 'found', 2021, 9, 11, 1, 'Scarborough Bluffs')
(19034, 'not found', 2021, 6, 11, 1, 'Distillery District')
(22224, 'found', 2021, 4, 11, 0, 'Yorkville')
(13093, 'found', 2021, 7, 11, 0, 'Little Italy')
(39570, 'not found', 2021, 9, 11, 0, 'Church and Wellesley')
(44059, 'found', 2021, 7, 10, 23, 'Queen West')
(47184, 'found', 2021, 5, 10, 23, 'Rosedale')
(45313, 'pending', 2021, 12, 10, 22, 'High Park')
(34932, 'not found', 2021, 12, 10, 22, 'High Park')
(1434, 'not found', 2021, 7, 10, 22, 'Danforth Village')
(21474, 'pending', 2021, 4, 10, 22, 'Cabbagetown')
(22383, 'found', 2021, 11, 10, 21, 'Church and Wellesley')
(14173, 'not found', 2021, 6, 10, 21, 'Roncesvalles')
(13024, 'not found', 2021, 9, 10, 20, 'Scarborough Bluffs')
(48163, 'found', 2021, 7, 10, 20, 'The Beaches')
(29166, 'not found', 2021, 3, 10, 20, 'Bloor West Village')
(49227, 'pending', 2021, 10, 10, 18, 'Cabbagetown')
(15838, 'not found', 2021, 1, 10, 18, 'Queen West')
(20352, 'not found', 2021, 12, 10, 18, 'Leslieville')
(8197, 'found', 2021, 3, 10, 17, 'St. Lawrence Market')
(37979, 'not found', 2021, 7, 10, 17, 'Parkdale')
(31773, 'found', 2021, 11, 10, 16, 'Parkdale')
(19807, 'found', 2021, 2, 10, 16, 'Little Italy')
(10660, 'pending', 2021, 12, 10, 16, 'Parkdale')
(4136, 'found', 2021, 1, 10, 16, 'Scarborough Bluffs')
(15676, 'pending', 2021, 9, 10, 15, 'High Park')
(41851, 'not found', 2021, 9, 10, 15, 'Parkdale')
(43799, 'found', 2021, 11, 10, 15, 'Yorkville')
(29106, 'found', 2021, 8, 10, 14, 'Danforth Village')
(48326, 'pending', 2021, 4, 10, 14, 'Kensington Market')
(36335, 'found', 2021, 8, 10, 14, 'Roncesvalles')
(26254, 'found', 2021, 4, 10, 14, 'Rosedale')
(33293, 'not found', 2021, 4, 10, 14, 'Bloor West Village')
(7140, 'not found', 2021, 12, 10, 14, 'Liberty Village')
(11442, 'not found', 2021, 9, 10, 14, 'Roncesvalles')
(5417, 'found', 2021, 2, 10, 13, 'Liberty Village')
(21249, 'not found', 2021, 11, 10, 13, 'Leslieville')
(37788, 'found', 2021, 9, 10, 13, 'Kensington Market')
(37007, 'not found', 2021, 4, 10, 12, 'Liberty Village')
(37150, 'found', 2021, 3, 10, 12, 'Chinatown')
(18788, 'found', 2021, 12, 10, 12, 'Church and Wellesley')
(17165, 'found', 2021, 4, 10, 11, 'The Beaches')
(22527, 'found', 2021, 11, 10, 11, 'The Beaches')
(23133, 'found', 2021, 12, 10, 11, 'High Park')
(48536, 'not found', 2021, 11, 10, 11, 'Roncesvalles')
(37913, 'not found', 2021, 10, 10, 10, 'Yorkville')
(31487, 'pending', 2021, 11, 10, 10, 'Chinatown')
(5539, 'found', 2021, 10, 10, 10, 'Chinatown')
(21898, 'pending', 2021, 12, 10, 9, 'Rosedale')
(41109, 'not found', 2021, 2, 10, 8, 'Liberty Village')
(44724, 'found', 2021, 9, 10, 8, 'Danforth Village')
(22154, 'pending', 2021, 6, 10, 7, 'Yorkville')
(13945, 'found', 2021, 2, 10, 7, 'The Annex')
(32331, 'pending', 2021, 8, 10, 6, 'Liberty Village')
(33572, 'not found', 2021, 12, 10, 6, 'Danforth Village')
(45039, 'not found', 2021, 8, 10, 5, 'Little Italy')
(23938, 'found', 2021, 4, 10, 5, 'The Annex')
(33885, 'not found', 2021, 1, 10, 4, 'Danforth Village')
(45949, 'pending', 2021, 2, 10, 4, 'Liberty Village')
(23731, 'found', 2021, 10, 10, 3, 'St. Lawrence Market')
(45517, 'pending', 2021, 9, 10, 2, 'Liberty Village')
(28841, 'not found', 2021, 4, 10, 2, 'The Beaches')
(29793, 'pending', 2021, 12, 10, 2, 'Bloor West Village')
(34735, 'found', 2021, 9, 10, 2, 'Bloor West Village')
(265, 'found', 2021, 7, 10, 2, 'Scarborough Bluffs')
(27745, 'not found', 2021, 1, 10, 1, 'High Park')
(26013, 'pending', 2021, 2, 10, 0, 'Parkdale')
(39346, 'found', 2021, 11, 9, 23, 'Distillery District')
(33272, 'found', 2021, 7, 9, 23, 'The Annex')
(33883, 'not found', 2021, 12, 9, 23, 'St. Lawrence Market')
(13562, 'not found', 2021, 12, 9, 23, 'St. Lawrence Market')
(34176, 'pending', 2021, 7, 9, 21, 'Yorkville')
(28505, 'pending', 2021, 11, 9, 21, 'Leslieville')
(47030, 'found', 2021, 9, 9, 21, 'Distillery District')
(35353, 'pending', 2021, 12, 9, 21, 'Parkdale')
(39263, 'pending', 2021, 9, 9, 21, 'Chinatown')
(950, 'found', 2021, 2, 9, 20, 'Bloor West Village')
(26921, 'found', 2021, 5, 9, 19, 'Scarborough Bluffs')
(2896, 'found', 2021, 5, 9, 18, 'St. Lawrence Market')
(42411, 'found', 2021, 5, 9, 17, 'Yorkville')
(39166, 'not found', 2021, 3, 9, 16, 'Roncesvalles')
(5872, 'found', 2021, 11, 9, 16, 'The Beaches')
(8618, 'not found', 2021, 10, 9, 16, 'Leslieville')
(7631, 'not found', 2021, 5, 9, 15, 'Little Italy')
(21091, 'found', 2021, 11, 9, 15, 'Church and Wellesley')
(38459, 'found', 2021, 5, 9, 15, 'High Park')
(40670, 'not found', 2021, 8, 9, 15, 'Distillery District')
(32282, 'found', 2021, 7, 9, 15, 'The Beaches')
(32578, 'found', 2021, 10, 9, 15, 'Liberty Village')
(3527, 'found', 2021, 10, 9, 14, 'Roncesvalles')
(33791, 'found', 2021, 6, 9, 13, 'Scarborough Bluffs')
(40482, 'found', 2021, 5, 9, 13, 'Kensington Market')
(32183, 'found', 2021, 9, 9, 12, 'The Annex')
(24021, 'pending', 2021, 10, 9, 12, 'Kensington Market')
(25951, 'pending', 2021, 8, 9, 12, 'Danforth Village')
(7052, 'found', 2021, 9, 9, 12, 'Queen West')
(17817, 'pending', 2021, 12, 9, 12, 'Yorkville')
(12798, 'found', 2021, 1, 9, 11, 'Danforth Village')
(32683, 'found', 2021, 1, 9, 11, 'Little Italy')
(36610, 'found', 2021, 2, 9, 11, 'Kensington Market')
(8802, 'found', 2021, 1, 9, 10, 'Church and Wellesley')
(9726, 'not found', 2021, 6, 9, 9, 'Distillery District')
(45599, 'not found', 2021, 10, 9, 9, 'Scarborough Bluffs')
(24624, 'pending', 2021, 3, 9, 9, 'Distillery District')
(31739, 'not found', 2021, 6, 9, 9, 'Yorkville')
(10193, 'not found', 2021, 3, 9, 8, 'Bloor West Village')
(1997, 'not found', 2021, 4, 9, 8, 'Roncesvalles')
(18228, 'pending', 2021, 3, 9, 8, 'Liberty Village')
(12087, 'found', 2021, 11, 9, 7, 'St. Lawrence Market')
(15586, 'found', 2021, 9, 9, 6, 'Liberty Village')
(17133, 'pending', 2021, 5, 9, 5, 'The Beaches')
(10629, 'pending', 2021, 3, 9, 5, 'Chinatown')
(25711, 'pending', 2021, 4, 9, 5, 'Danforth Village')
(30047, 'found', 2021, 5, 9, 4, 'Little Italy')
(49903, 'not found', 2021, 5, 9, 4, 'Yorkville')
(16874, 'found', 2021, 11, 9, 4, 'Roncesvalles')
(21775, 'found', 2021, 11, 9, 4, 'Roncesvalles')
(3118, 'not found', 2021, 8, 9, 4, 'Queen West')
(3207, 'found', 2021, 5, 9, 3, 'Cabbagetown')
(11081, 'found', 2021, 6, 9, 3, 'Liberty Village')
(49591, 'found', 2021, 4, 9, 3, 'Queen West')
(30962, 'found', 2021, 5, 9, 3, 'Scarborough Bluffs')
(37843, 'found', 2021, 10, 9, 3, 'Queen West')
(42028, 'found', 2021, 12, 9, 3, 'Kensington Market')
(39867, 'found', 2021, 5, 9, 2, 'Cabbagetown')
(30796, 'pending', 2021, 10, 9, 1, 'High Park')
(33540, 'pending', 2021, 4, 9, 1, 'Parkdale')
(40268, 'found', 2021, 6, 9, 0, 'Queen West')
(26253, 'not found', 2021, 4, 9, 0, 'Roncesvalles')
(23136, 'not found', 2021, 2, 9, 0, 'Danforth Village')
(49732, 'found', 2021, 11, 8, 23, 'Chinatown')
(2873, 'found', 2021, 6, 8, 23, 'The Beaches')
(19617, 'found', 2021, 6, 8, 23, 'Roncesvalles')
(16642, 'not found', 2021, 5, 8, 23, 'Scarborough Bluffs')
(17263, 'pending', 2021, 6, 8, 23, 'Distillery District')
(18045, 'not found', 2021, 5, 8, 23, 'Rosedale')
(2454, 'pending', 2021, 3, 8, 22, 'Liberty Village')
(29855, 'found', 2021, 2, 8, 22, 'Leslieville')
(44697, 'found', 2021, 11, 8, 21, 'Cabbagetown')
(10006, 'found', 2021, 9, 8, 21, 'Distillery District')
(11556, 'not found', 2021, 7, 8, 21, 'Chinatown')
(19358, 'found', 2021, 4, 8, 21, 'Little Italy')
(30223, 'found', 2021, 5, 8, 20, 'Kensington Market')
(26054, 'found', 2021, 9, 8, 20, 'Liberty Village')
(42926, 'not found', 2021, 11, 8, 19, 'Distillery District')
(22714, 'found', 2021, 2, 8, 19, 'High Park')
(17504, 'found', 2021, 5, 8, 19, 'Queen West')
(9915, 'not found', 2021, 8, 8, 18, 'Kensington Market')
(46917, 'not found', 2021, 9, 8, 18, 'Bloor West Village')
(28153, 'pending', 2021, 3, 8, 17, 'Danforth Village')
(19908, 'found', 2021, 1, 8, 17, 'Yorkville')
(42744, 'found', 2021, 6, 8, 15, 'Leslieville')
(33317, 'not found', 2021, 12, 8, 15, 'Kensington Market')
