VIN,Make,Price,Purchase_Method
U00AL7HKXVLHD4KD6,GMC,10000,Cash
X2EBCFJL7WCL5J88M,Ford,250000,Cash
LMNSUZVRXH9EXAKLH,Land Rover,40000,Cash
MG992H224NV0G6PT7,MAZDA,270000,Financing
DSDDS8VA8JUS3LWHH,Nissan,470000,Cash
ZLFENFL821ZSM0MDC,Honda,350000,Cash
J215WWKU3N98P5RH2,Buick,80000,Cash
64B4LF9J4N253UT7F,Jaguar,300000,Financing
GH5H3LCD9YAPUZECL,Chevrolet,390000,Cash
1JG3FL6C1DNU73GS0,Ford,60000,Cash
RE0H3Y667ZTW2K0Z9,Volkswagen,230000,Financing
2NL7D8W69H41PK5PR,Ford,200000,Cash
L1HDFEME4NA9HSCJK,Volkswagen,60000,Cash
90UB82GA32XU5GDZ5,Nissan,40000,Financing
43TURLP54TS3B9LP1,Ford,230000,Cash
MJNYZ7SV2SHXZRN7T,Kia,290000,Cash
965VARPS6ZGF735JM,MAZDA,260000,Cash
4268SU4C0ZTUY4JX6,Maserati,330000,Cash
MCPD76CV1JLRJ9YGA,Freightliner,40000,Financing
WLHMCGV5XW0JB23T3,Dodge,210000,Financing
5BVPKGNY11HLD6UG9,Chevrolet,360000,Cash
66TMLWDW4HS05GFAY,Hyundai,250000,Financing
J8EKHZ73245UXBDT5,INFINITI,370000,Cash
2KG676HX7X5R3F6YT,MAZDA,180000,Cash
ELN00N6C2UU6WRM98,MAZDA,410000,Lease
NW5VC6GM58GPCUXNV,Chevrolet,210000,Lease
UWWGPN3W7VMV23G3C,GMC,250000,Cash
1D77RU7A9VZ263UW2,Dodge,320000,Financing
W0A50BBS2TEYMAVJ2,MAZDA,300000,Cash
SEYF3F3U0P41649CV,MAZDA,40000,Cash
BE6KK9330N8F5LJHB,Lexus,130000,Financing
H4DBP0DK4U7ATCXHW,Toyota,400000,Financing
GVA04K5V8MYJLL1ZE,Jaguar,370000,Financing
DGW3X8J06TAYF6F4F,Nissan,40000,Cash
0UECVCDH1A1PD0KYD,GMC,40000,Cash
S7D3T1VN4T3JB742T,Honda,130000,Lease
NU3729RR1NUT9YN4D,Cadillac,170000,Cash
ADBZEX6M8NJFCTZW7,Honda,30000,Lease
XT8BUGLL7JD5LLC0M,Nissan,70000,Financing
9AMCTVJX8YLANU2AF,Volkswagen,370000,Financing
XLXBX7E0XDT9NRC21,Ford,280000,Lease
3BJJLTTU6Z68B6HM2,Mercury,220000,Financing
YBKNF6ER578ANRA9G,Audi,480000,Cash
ALWDFLZH5U49SCXBB,Chrysler,330000,Cash
FHWEPGPH38S7132XX,Volkswagen,50000,Financing
C0TNJ6WE8BZBZW7C3,Volkswagen,460000,Cash
KK2550BW0R2E7LVCY,Kia,210000,Cash
LRKTR1Y224K0BYBMU,Dodge,250000,Cash
MPUD9S582T0ZC1J7P,Chrysler,140000,Cash
9KCBNBG726J9CUHGA,GMC,440000,Cash
WZZVGKNV6S9PD7F20,Geo,350000,Financing
71GPC72W82MRD4ANJ,Oldsmobile,140000,Cash
04W5S0UW2PNNS51TW,Hyundai,340000,Financing
CV7CR4GH35RT295SD,Dodge,280000,Financing
8ZZNW0T95SSGBHR6R,Nissan,420000,Cash
VTZPXTJEXD0LKV4GG,Ford,40000,Cash
8VLADZDNX1M1RGVY1,Ford,20000,Cash
PNAWMENP6UPFF2L7L,Pontiac,170000,Cash
805PX5BK434XDG8HG,Buick,300000,Lease
K2KBB5WU3X3WZEMZN,Chevrolet,470000,Financing
G9EPJSRSXAPZZXDZ1,Pontiac,30000,Financing
0ALJY6301KD5WYHAH,Ford,250000,Financing
D5LF2V8H7U4K22RV7,Jeep,150000,Cash
V78KLYSM0GRAX2YJ3,Ford,150000,Lease
W96VFPC62409AKBEV,Mercedes-Benz,360000,Financing
P5KCGHTZ92550H1ZD,Chevrolet,410000,Cash
EUMD80LZ2SCY0FCRA,Jeep,230000,Cash
T3GVY5JD0N82BNHWZ,Chevrolet,190000,Cash
D6449BD57MSYH0TU8,Hyundai,130000,Cash
AY9F4SWH4K923K00C,Chevrolet,300000,Cash
4E2M5F8P741L9482G,MAZDA,140000,Financing
ZZ8VSYSR44WGP8STV,Ford,30000,Cash
3N3NX8FP0W48JN4M7,Land Rover,90000,Cash
4EM9H0FW1W975YHBL,GMC,60000,Cash
HP44YAVB0NAPD6DLK,Chevrolet,370000,Cash
T1RLX8H01H94VY41F,Chevrolet,200000,Financing
1HS74CKA7TDNTY35M,Ford,370000,Financing
DFW1V9TJXZHHTPRM7,Mercedes-Benz,70000,Financing
7ESWXM0J6XC54M2LX,Hyundai,250000,Financing
ZX0436AT6BBDL9NZY,Cadillac,50000,Cash
ASLWCAT855TJC6EZK,Ford,70000,Financing
ZDN5VMCSXHWKZJ7NF,Audi,430000,Financing
5US3Z8FW9AT1XAL7P,GMC,90000,Lease
8FL72CEV9Z22CCL9D,Volvo,180000,Cash
T5DZWJD30K8MVNXA9,Nissan,260000,Cash
5RN8YM763BPEEXKD1,Audi,450000,Lease
RKXK0R8H09A8M87FF,Suzuki,280000,Financing
DHT5B65F6432NLHY0,MINI,210000,Cash
XGZ3297B1NJLAFL36,Mercury,90000,Financing
M9Y2VRLY917SXDETK,Cadillac,140000,Cash
SGAVCYXK4H98A0LGC,Chevrolet,320000,Cash
J1T4M67Z8XCPGX1VP,Jaguar,30000,Financing
R4E3X9B00TETUNJ9J,Audi,350000,Cash
G8HELSBN3NPRSSWZS,Dodge,360000,Cash
NZMC2L1014UGFVBWN,Volvo,60000,Financing
UTRDYDF72K8GSM5YK,Acura,160000,Financing
972A8T3B2T949L4WZ,BMW,410000,Cash
LGRJ23MC1YU81WVGC,Isuzu,60000,Cash
MU3KX9CF0P4MCN3JL,Suzuki,260000,Cash
40N4Z1F95NDED8PKW,Lotus,110000,Cash
RLACBDYB0FXE24JYE,Plymouth,160000,Cash
TFVXYDYAXKBCKCUCN,GMC,340000,Cash
FL8UR9SCXFZBWKC09,Mercedes-Benz,430000,Financing
FB2EHAAGXYUS9LMSJ,Rolls-Royce,300000,Financing
93H8Z1M1XD5AWGEAJ,Toyota,280000,Financing
KZ8FFT0M5HDCYFPCM,Nissan,220000,Cash
NVWN97GU0PPEU4728,Hyundai,410000,Cash
Z7AM0RF356GUCCUDM,Chevrolet,160000,Cash
DSKNR4DV788VYMAV0,Hyundai,410000,Financing
XUKSE0XL40D3FE5DR,Ford,320000,Financing
ZVR3206G4A1ZGGWF6,Ferrari,90000,Cash
ZMASBPJ70Y0MJZYRA,Rolls-Royce,380000,Lease
X76VSEJ20YMWG0D0G,GMC,360000,Cash
PPP51HV87GGC9GMZT,Acura,90000,Financing
7C8X5B5H2DB1BU9N1,Acura,490000,Cash
DFWAK3PT1GE87W2T3,Toyota,120000,Cash
RV4R7F0504KDUM4XZ,Rolls-Royce,280000,Cash
EDS2MP3Y1ZXEU06ZP,Hyundai,340000,Cash
0YEEMZ6PXKT1SMEA0,Dodge,220000,Cash
ZARLDDLV2AFYWTFAD,Bentley,10000,Financing
CT3VWJHY7K7Z0X48A,Maserati,440000,Cash
976CW47N70FH90DGA,Audi,370000,Financing
24WA7F240VSJVS783,Dodge,460000,Financing
L7RG56UW52JY7XFUB,MAZDA,190000,Cash
B7WM6NP130CD9K6N8,Aston Martin,120000,Cash
WWCF80G48G7C2HHZL,Ford,460000,Cash
WJHXY7XT1BM556FCC,Volkswagen,250000,Cash
80TKFD9U38SXXPJYB,Hyundai,150000,Cash
YNVXXTZY9DP6G5372,Ford,310000,Lease
73MW34K35NBYL373X,Pontiac,200000,Cash
VCZA8HU64TN0019UX,BMW,240000,Financing
AZNEMRLK3M2Y4262V,Nissan,20000,Cash
5GZKVJ4C94TYHME1C,Ram,250000,Cash
G4MDAL5006HN4ECSG,Kia,160000,Cash
87KVPLW1018F2DXTG,Chevrolet,280000,Lease
JMYVEX6N6YJYUWKKU,Subaru,210000,Cash
N0FJK3WE663FJZJXJ,Toyota,20000,Cash
7AGC9G1P4F4XDKJPW,Buick,260000,Cash
5ZCK3XA77EVPJXT80,Dodge,330000,Cash
TZ31UKUB64ERCRTHK,Buick,470000,Financing
2PJNDHJ82TU854TS4,BMW,280000,Financing
H2X1FS151GGC3BXTZ,Ford,370000,Cash
9RG6HX9K39BWJKZP5,MAZDA,480000,Financing
BNH4L14MXJHBHD9ER,Pontiac,130000,Cash
J6MM7KXX8YALRKN2W,Land Rover,50000,Cash
G2AVL28P65ER4N0RC,Volkswagen,60000,Cash
SH753RRF831CENF0J,Cadillac,360000,Cash
C6GCFU1D7NV38PBNF,GMC,60000,Cash
ZK9J29HG59PNP190F,BMW,250000,Cash
2UWJMBFY4RE2P9L76,Buick,180000,Cash
67GSY67731JGDMYYY,Ford,130000,Cash
D9TPM7W02STAKZR02,Land Rover,480000,Cash
9C85HU1J6RS526NHT,Suzuki,210000,Cash
P3MD325929JYAJBVJ,Mercedes-Benz,140000,Cash
HJ9J50PL94RCEY60E,Toyota,320000,Cash
C3WBLV5EXY37H7W1T,Kia,150000,Lease
WWXPWMBE4RWYU3CXR,BMW,250000,Cash
70NUCTLA4GPRPBT6K,Audi,320000,Cash
XV7F6R8G0YMYYS1YS,Acura,160000,Financing
SUVNTBZ74HR90KF2G,Audi,340000,Cash
JNDPULYZ0JRX317LC,GMC,170000,Financing
9SBXRAAB3VFF6L1TL,Chevrolet,370000,Cash
72N81H5Z47NWT8JP7,Chevrolet,160000,Financing
TV1RKP9E8GDNWH2G3,Nissan,110000,Cash
1TGA6P6JX4CCTK5KZ,Audi,130000,Financing
HCHMEX6Z55N7VN3FZ,Chevrolet,90000,Cash
3YBMVZ6S2BRZNV7JW,Audi,340000,Cash
NP075YV29K21AGCKD,Daewoo,40000,Lease
79PVBPXA6MVBZCJAD,Ford,490000,Financing
901VBHUJ7KZU069ME,Chevrolet,470000,Financing
3EGF4TSS9BKPNTJX3,Subaru,260000,Financing
PPJW0PYW7NTAYR1YW,Toyota,190000,Cash
N7J50R8Y4PXP55JZA,Buick,460000,Cash
J358LY5D7KH3C8W1U,Buick,80000,Cash
VM6T6XFN1KTT8KW8J,Buick,150000,Cash
JF3SFLNR1MF2BNVSG,Mercedes-Benz,80000,Financing
F722WA775SVX38VH3,Ford,170000,Financing
W9HAN3GJ6TD2G742J,Audi,450000,Cash
FZBCTYLF10MEJYBKU,Ferrari,380000,Cash
333081HA9Z10ANHS1,Plymouth,160000,Cash
H1FZ6EMU2E64T6376,Lincoln,150000,Financing
ZHHUNE060EDANDGJ3,MAZDA,370000,Cash
AFWEBXP9XA14SK2TW,Nissan,450000,Cash
9KS6XP4EX682N46M4,Chevrolet,480000,Cash
9AUJU37E71M53CEUV,Tesla,370000,Financing
0HKFFD684YMB1W2D0,Mercury,430000,Cash
RT0FFW7V494DR7V4D,Land Rover,80000,Financing
C3LLSFBP461SX30LP,Acura,80000,Cash
KFV6SX86XD0367M96,Mercedes-Benz,260000,Financing
X6C3GR9N0967R1SXD,INFINITI,200000,Cash
HECLMEEA0NLSJU7YU,Plymouth,320000,Cash
BFBBG4287CL4YE13F,Cadillac,230000,Cash
LE0HNUTN9GDFKFARM,Honda,130000,Cash
P46L66AA32HFX5RA1,Ford,130000,Cash
YMUUG66R7RE2CABE2,Pontiac,400000,Cash
ASM9A0TV2H6XJ17MH,Hyundai,240000,Cash
DELUHVC2161EYU6E2,Ford,120000,Financing
7S32YC0920SVCUW7A,Lincoln,330000,Financing
VW3SNDAFX9LSF631J,Lincoln,280000,Financing
VEDU46VA67HR4S8WV,Toyota,480000,Cash
JC4KR2MV6G6TZH9CW,Nissan,390000,Cash
6DZRCKCJ0MPN1NTTD,Lamborghini,490000,Financing
LA71N91J52EN41FC5,Volvo,450000,Financing
XSN9NSAF85SWB92HF,Ford,380000,Financing
DNY63RW12VM1UT0BM,Ram,400000,Cash
3NKMJ1UB7YS9B8CZA,Nissan,100000,Financing
VAYTA5G6X9CNDRZ7X,Mitsubishi,160000,Cash
1S702USA3KCPBF6X1,Volkswagen,30000,Cash
9LUTMREC7G0HPBTY7,Toyota,130000,Cash
FXVANBM53CLMZ4YHR,Volkswagen,340000,Lease
E7TLGN1D88MMJW5HZ,Toyota,430000,Financing
FNRHDYXG8SSMV58XV,Ford,490000,Cash
V0GA1ZFP8RD14CVWZ,FIAT,80000,Cash
TTRBT3HH4S118YR82,Nissan,340000,Financing
FT5NUMB78Z54E5VAT,Pontiac,400000,Lease
4L7KP3UN91JTBZKV5,BMW,90000,Cash
Y7LTVS1K4KEZ2VF0J,Dodge,260000,Cash
9DRKC4R65BYX5LB34,GMC,490000,Cash
BWSP9BPVX4F6T66L5,Honda,130000,Financing
EGA3K8F71DL6PRXJD,Ford,490000,Cash
2K1SK7HZX3ED5YZ63,Rolls-Royce,90000,Cash
S8CLXDC6XZNF6PBNK,Mercedes-Benz,390000,Cash
6LLLVJES8DNBWZ9VH,Jeep,350000,Cash
N5N866XK8WC3ZJWC7,Kia,270000,Financing
FGREFYZF9BC8H784E,Chevrolet,260000,Cash
GMZ5G4HC18GMYGTYH,GMC,110000,Cash
CMMB9FZP9F5ERYKFH,MAZDA,290000,Financing
NWRTT96C4EG24KXUF,HUMMER,210000,Cash
RWR0DYHH5JU85W16T,Mercedes-Benz,340000,Cash
H8TNR8AN9AAK4EK61,INFINITI,220000,Cash
ZKE1CFY2XHVE5FPU8,Dodge,360000,Cash
LYKU5XG34KN72935F,Ford,310000,Financing
V9XC29S68TGEKA01R,Kia,390000,Cash
T44JB1T82JSLAJH2K,Jaguar,190000,Cash
RTAHGVTV2V28VGJM3,Toyota,260000,Financing
PTVUH9CYXU7LX12T6,Nissan,90000,Cash
4RFLEF9D5FLU8HVSH,Ford,120000,Cash
1W6Y5C5M0GNTX6G6K,Cadillac,300000,Cash
JVHS0L9M874PHXU7Y,Ram,330000,Financing
4LYGM4TR2FXLREG8U,Subaru,110000,Cash
X7SBK6GC84C5C4XM6,Ford,50000,Lease
LJEU1Y0647G6EZZNN,Volvo,320000,Financing
04F15WCZ8RK53CCAN,Toyota,410000,Financing
VA1EP1PW0DTZE0KLN,Kia,450000,Financing
X2CLMF6C7FMK6X9T4,Dodge,200000,Cash
5AD19GEU25N6XDT5E,Jaguar,270000,Cash
BHXEC01H4ZV4JNA5W,Audi,180000,Cash
U1S35NK8XPWJ52BTJ,Ford,100000,Financing
7C9YDSRL4XXWU44TT,Aston Martin,270000,Cash
L3N4JGS47PBDPT09K,Oldsmobile,260000,Cash
UAVTBABV8GKC30VJB,BMW,320000,Cash
8MV67HBJ6282Z6MB2,Jaguar,390000,Cash
PKRKT6VW75SJVJ7US,Jaguar,410000,Financing
2YW6KR1G86MSDSNNF,Jeep,80000,Financing
54AS2EU925KVJNAB6,GMC,270000,Cash
AP2H79PM56JBTM2H2,Land Rover,460000,Cash
35J309F62DJWJDZ56,Isuzu,60000,Cash
HHJ3HAASXFPVB6M39,INFINITI,140000,Financing
C8Y7AK4W1JH3C1FE0,Suzuki,390000,Cash
K9LGTYH92W3TV0EJH,Volvo,270000,Cash
2LYJM3NJ2NNWEST0R,Ford,120000,Cash
C5FZ9BEZ2UZX3116J,Mercedes-Benz,210000,Cash
Y9X2LY325DE3L06A9,Chevrolet,180000,Financing
8AS5D29E5WZAWAF8P,Mercedes-Benz,150000,Lease
60LAK4NNXX44XTJ7C,Volkswagen,10000,Financing
W328T7GG4J1NAMFGC,Nissan,410000,Financing
94N6JLFY0NTTRMY2L,Aston Martin,320000,Cash
M8HY2R97697MNBJ1F,GMC,10000,Cash
3D74EFB14WELPR3BG,Jaguar,260000,Cash
K406HJ3K51SW9RHWT,GMC,360000,Cash
NRX4TSYT8NK8LB3XD,Jeep,310000,Lease
J3U5PX0L81DM2KFE9,GMC,100000,Lease
RY65RFYK5MMR7082V,Nissan,20000,Cash
R0AHM2AG649ZTT8DD,Audi,260000,Financing
PBT3YZCW1LRF372GF,Lamborghini,120000,Financing
2J0DFHA43XCMCC357,Audi,390000,Cash
JA60NW5N5ZJ2BHAM2,Land Rover,110000,Cash
E56XUGUU211PLV749,Ford,160000,Cash
UUU6U81S2612JX80R,Ford,100000,Cash
TEMCBPKH0E5S0ZE1R,Hyundai,10000,Financing
2PWNE2104RWW7FU6A,Toyota,110000,Cash
C4H4MAHX7GW7UBCVF,Mitsubishi,30000,Cash
7X4Z1WLZ043T8R36E,Porsche,220000,Cash
6YDFYEMB3DMVV4LGA,Ford,390000,Cash
JSJDKNLL9WX8GZLJ4,Chevrolet,400000,Financing
SFDZH2G52UZA1VCG6,Suzuki,450000,Financing
6TYXZHUJ3AY8T8NAP,Porsche,130000,Cash
9KM9CCTG0NVL6FU2Y,Toyota,190000,Cash
NERR6NPV80Y1VPHVN,Kia,120000,Cash
ZUVWVD537C7TKKKMP,Nissan,260000,Cash
HBG7JGPH13SMB17AB,BMW,140000,Financing
FKDGD2SR1TNE5J76N,Lexus,20000,Cash
HDDLBP0ZXP9139NH3,Volvo,450000,Financing
CRRPZFTE7HWSFSKJG,Chevrolet,350000,Cash
0V0HLC3U39A0XP265,Volkswagen,210000,Lease
0HWKYHSK3S89AHZRZ,Nissan,430000,Financing
HV31Z9VP4U9F4R66C,Kia,300000,Financing
VD4BB3T260R894FAT,Chevrolet,60000,Financing
E737MUNB5K6JMEKB5,Subaru,490000,Cash
0C3Z7BDFXY5PZSZ6Z,Chevrolet,380000,Cash
H5H2NDZN0X1J9LDH9,Chevrolet,260000,Cash
BJPEWKAK883LMWYJF,Toyota,430000,Cash
43DCRNSP3DT3AKHW1,Kia,210000,Cash
EXEV2HE41L2NB361L,Hyundai,390000,Cash
63KSF9PC7CCAAED6C,Hyundai,470000,Lease
WK3T4Z789U4XPWHYH,FIAT,400000,Cash
RRPDFMRM2SDF7UJC3,BMW,220000,Lease
C0JZ0J7K09WJFN3ZB,Ford,200000,Cash
YXYHCFP72UNL0DJ4Y,Dodge,440000,Financing
EN2D90AL8N26AMTEZ,Volvo,340000,Financing
8ATXNC7955T4AFX56,Ford,390000,Cash
1A7SGNLU0ZESC1J3X,Ram,100000,Cash
SD55MN178X1EPTN35,Chevrolet,110000,Financing
ULL8Z392XS37ANAKP,Mercury,20000,Cash
UPSUHVJL868EW8364,Toyota,340000,Cash
494D1VE08768TM6AS,GMC,480000,Cash
N2RU75557VH9LSNJK,Kia,320000,Financing
U0LSFK5J0SF23G37E,Porsche,380000,Cash
T1ENJ4LF67Y6AHN6X,Audi,470000,Cash
BBY2TYB579E5MP7ZV,Mitsubishi,230000,Financing
ZG0MSJKV3VEXRND8L,Chevrolet,130000,Cash
7YU5X8A05A5B0P9W6,Kia,170000,Cash
EWCPM0AV1AF45YX00,Isuzu,80000,Cash
576ULFWJ56PF53RGY,Ford,80000,Cash
VBB2RPVX6C8G2V15B,Nissan,160000,Cash
V5RZWR0N69H3WD40V,Nissan,400000,Lease
5NVREEDV2PWJ5U2CG,Nissan,140000,Lease
MKU02AGC62DDUGYGN,Toyota,220000,Cash
3DJUAN0U09NU696S5,GMC,80000,Cash
865AEVSB533UM4Z13,Kia,100000,Cash
NBYDPH416YLFX7YAS,Ram,290000,Financing
VKMT5T3L0J8M7EM6P,GMC,330000,Financing
GFEMHRJH0XEM172F4,Volkswagen,240000,Financing
M1H0KJKM2KE4U9533,Saturn,280000,Cash
51NRZMLL4XDMNU6V2,Volvo,260000,Cash
6RD3XJMV0ZEZFF194,GMC,350000,Cash
87MLDE648ZK25BR81,Dodge,200000,Cash
V1ZEHFLX3TMHR2Z6J,Chevrolet,90000,Financing
WHEC658D4E3W61ULW,Nissan,320000,Cash
DZLVE8AAXMH3PDJ38,Jeep,230000,Cash
DH7NXCM46SHNPTL4M,Toyota,10000,Financing
5AUPKF9U12DBT38KT,Chevrolet,270000,Cash
X8WA7R4V8P7D31XCM,Mercedes-Benz,320000,Financing
Z30UNSCW96ET5LYBJ,Suzuki,100000,Cash
N1HC20VV121C1FTA0,Lincoln,390000,Cash
068CKX414A75XYJR1,Audi,340000,Cash
XH3KNNH30V8JNVCP2,INFINITI,240000,Financing
3DA2J62F73D3F33HY,Porsche,360000,Cash
SHBHENDH3TGAJJEUD,Hyundai,50000,Cash
W323R1HY37T8763X4,Chevrolet,70000,Financing
NXYYNMZE4ASJ14PGY,Buick,340000,Financing
9S0A2GTD4J2XZ8YGJ,Kia,330000,Lease
MJ45WVTRX0BN5H1BD,Ford,420000,Cash
NTJLK1ST6BH3B64GH,Dodge,230000,Cash
2AA498XF9TMFEF75Z,Acura,300000,Cash
3CXTS7WG4V4B61CZY,GMC,350000,Cash
EM1RTW3B6BX2X3XKS,FIAT,140000,Cash
YU2HMEAX0Z4L79VY8,Volkswagen,470000,Financing
GYC2M1NX53MHKEJ0T,Mitsubishi,320000,Cash
GUD8GSJB32JJA35SY,Ford,220000,Financing
79XU59N52WJ48FZB5,GMC,150000,Lease
Z1TWJXPJ7M8V24WFR,Ford,140000,Cash
HYKPJMU49XRBXFF7Z,Chevrolet,440000,Cash
KT1H433Z9UHNERZYM,Volvo,340000,Financing
MWKHAFGX3K92PFEJW,MINI,400000,Financing
PW1VSV4720AT0BUDA,GMC,320000,Financing
BDC2FTZ23D1FLHJB7,Nissan,70000,Cash
VY4PK1X1XV382PDTD,Chevrolet,30000,Cash
AP0TU98E870NJYT3P,Mitsubishi,20000,Cash
JA23276K5S0ZNN4GS,Mercedes-Benz,410000,Cash
AV62CA6KX5MMA9ZBC,Hyundai,210000,Cash
MNT2K1Y15Z8DG60T2,Subaru,190000,Cash
U8FW2L5253W78RKH3,Scion,370000,Cash
55E7JGW40KWY1PU9T,Audi,300000,Cash
GPNGFKHD73UNDDC9G,Mercury,40000,Cash
AXT4F02P5YE96KSX1,MINI,170000,Cash
ZAS5YLL80D2YREB0A,Aston Martin,480000,Financing
LA26YMKJXRD1P3A6V,GMC,300000,Cash
V8GXU5UK4U7BZZMRU,Ferrari,450000,Cash
BJ9CEXKZ4WJ8ANS2V,Dodge,220000,Cash
4ALR5B507ZD25G52P,Kia,210000,Financing
476LYR3T6CARF0K59,Toyota,280000,Cash
S888SU3A5PD9BCVFK,Ford,180000,Cash
9TTB3WU79UWKZTS2T,Freightliner,170000,Cash
27TCA7YY03YYPCJGG,Ram,240000,Cash
P5BVLFSW2Z32FFZKK,Ford,50000,Lease
LJGYHRY65USR02ADW,Geo,150000,Cash
1CM626E05DA80BRR5,GMC,300000,Cash
67NVKX5A2Y27M6BMU,Toyota,190000,Cash
SYXXYLR57CEMLHKDH,Lexus,280000,Financing
8DBSH1EF6KKHYBAUD,Plymouth,30000,Financing
1DTDEV0M9XJ1EBFZN,Audi,50000,Cash
6725AUMJ0Z1K1HL6H,Ram,240000,Lease
98EZNXHS3UUM0NPL8,Mercedes-Benz,350000,Cash
4N7NLNB3XEBNDKHHG,Ferrari,430000,Cash
NHTJAGD5857U7ZCAS,BMW,190000,Financing
AFZMY64A9A6HTFRBN,Kia,200000,Cash
3MNPA01R8FBDVGY12,FIAT,410000,Cash
DE1CL84N0Z3FPN5XP,MINI,360000,Financing
PYV6D7K6741DSYNYL,Acura,400000,Financing
F57VDY6F2W4KW7UXH,Ram,420000,Cash
RAFSRBGB1W3MGVVC8,Toyota,30000,Cash
L5TED04GXCRENRH1V,Dodge,470000,Cash
HTRETCGB01UENTAYL,Chrysler,160000,Cash
7XE4RF1P4MUU8TYHG,Dodge,10000,Cash
6A5NBC4G8R2X247WM,Freightliner,280000,Lease
H0CGH9CL4BP8G0C7H,Nissan,430000,Cash
4YYYPTAS59L6NUAFA,Ford,240000,Cash
87X69MXL0Y4HK4ZYE,Volkswagen,130000,Cash
TPNBHKJT747SXNY9E,Volvo,150000,Financing
VXB8EGAW2PZ7GSDCP,Mercedes-Benz,160000,Cash
5EBF7XGK243UVLDU2,Ford,80000,Cash
S1VKWHY97PPEKJNX9,Cadillac,140000,Cash
7D2RUCP9XXSE5H2TW,Chevrolet,490000,Financing
AZSP4D2VXLNTFKZ6Z,Chevrolet,40000,Cash
4X5ESKJU9B1U8F4H4,Maybach,230000,Cash
0RXG38MP1VP3EXFP5,Subaru,170000,Lease
7271PUKV8K8PLL5V8,Volkswagen,330000,Cash
T08NT57E7V9DAT86N,Toyota,260000,Cash
XW5N4C9822L26N719,Daewoo,90000,Cash
U4HJ9TXW59DVUDN54,McLaren,150000,Financing
ZE6SUCJG4BZA6R6SD,Chevrolet,180000,Financing
EA33AJRM78VJE1UVZ,MAZDA,460000,Financing
4AZ9UCHR08A8N3XLD,Alfa Romeo,360000,Cash
CJHVE29H355B3E33U,Mercedes-Benz,40000,Cash
CJ2YXJ7Z3TV67Z1DA,Ford,170000,Cash
PT0S5SW19Y54P9GFM,Ford,300000,Cash
PHY67PNS22GTN9S8B,Honda,330000,Cash
UW9U07ZH13VV5HK08,Suzuki,350000,Financing
G5LDZTKK6GEL84Y3S,Toyota,20000,Lease
JVFZ100F95VBJV7V0,MINI,50000,Cash
D3ULXGZ77MKD0G1DV,Mercedes-Benz,430000,Cash
43D3WH9Z232TJJWXU,Hyundai,420000,Financing
ZY77LW3G218V9B6M0,Subaru,130000,Cash
UZD0CA9S72LVJJRLV,Ford,270000,Cash
AU7M57R32UCK4B0X8,Lexus,180000,Cash
8WKAZR3V270MR0SLY,Nissan,170000,Cash
RXHFVXR70JLA69W76,Ford,150000,Financing
9Y99UBEW7SXY46V23,Chevrolet,260000,Lease
KYTDV46P051RN4VHC,Ford,350000,Cash
CBE0UXUB0VY1WLWYK,Ford,440000,Cash
BE9VXCVEXYH6KU7H8,Volvo,480000,Cash
B5JUT5VL05CCKW70B,Ford,240000,Cash
H9C5CFW0326JJXU3S,Ford,90000,Cash
4DH06N787K6YXZK28,BMW,110000,Cash
491SLFJ42Z2M6H4WJ,GMC,420000,Cash
9A6PMCYU3XLFT2E6T,Toyota,370000,Cash
L7NN7NR961YGC7BX9,Mercedes-Benz,340000,Financing
S8HTMWE70DJ66K0RV,Chevrolet,70000,Financing
KRBV7DTF1Z9LE1JEA,Volkswagen,430000,Cash
GYH7KY9581VDH6TF6,Dodge,70000,Cash
6ECN1UDX0BDMMLH3Z,MINI,240000,Cash
FN9AMGYW46GE162SY,GMC,270000,Lease
V0YTUMFF7K3ZEMD0Z,Nissan,70000,Cash
F48BB5RH6387ZMKRU,Acura,260000,Cash
BY47BY01572VS0EYP,BMW,210000,Cash
3ERMXY720JGVLMM9R,Subaru,30000,Lease
GP0RP08G0TVG1JMER,Dodge,460000,Financing
YRBRRFGU6XAZ6SXY5,Chevrolet,70000,Cash
B1PUSY691MSVHSJ1K,Maserati,180000,Cash
VHC0T22VXB7ALARV5,Audi,150000,Lease
KLM9ZL8F9TJ7RD6AS,Chevrolet,30000,Financing
PK8HHY04749LMKTKW,Honda,120000,Financing
5YTK1C9C8XJWYZJ61,Ferrari,280000,Cash
TUPLF6VT8RA29844N,Nissan,440000,Cash
8B9869NSX7PCW7UMA,Chevrolet,400000,Cash
804CYCJH5R135DCY6,Isuzu,270000,Cash
4NE3NBHT60MKN6C8E,Ford,260000,Financing
MFU73RYXX1C38CXXB,Chevrolet,20000,Cash
DYUBYCH92YPJ9ZE7M,Aston Martin,190000,Cash
PSLEX5K794JH422ER,Mercedes-Benz,240000,Lease
BJSGJRJ97HN6BAPAM,Jaguar,90000,Financing
7G8SVWNY5YLTD97AP,Lexus,260000,Lease
6GF0VEDL9AGDBCYT8,Chevrolet,10000,Financing
4YCDBZH647DY2SFTF,MAZDA,490000,Financing
X3TTKUAB12KNT2M7W,Volkswagen,460000,Financing
UTSSFWYM5PCE4ZZRR,Chevrolet,230000,Financing
8USR2FYG02J1UPP8J,Acura,100000,Cash
ZZWHE4928LAAL31UE,Chevrolet,30000,Financing
5KH8Y7DK7MU2NV9JB,GMC,190000,Cash
