event_code,outcome,year,month,day,hour,neighbourhood
1994,found,2001,05,25,20,Mary Rue
1995,pending,2006,07,10,05,Stephanie Falls
1996,found,2019,09,16,21,Cook Corner
1997,found,2003,07,12,17,Becker Motorway
1998,not found,2019,04,15,15,Anderson Ridges
1999,found,2024,02,06,16,Nicholas Bridge
2000,not found,2009,11,27,06,Carolyn Vista
2001,pending,2001,05,05,19,Elizabeth Summit
2002,found,2005,02,21,20,Conley Throughway
2003,found,2019,06,25,19,May Walks
2004,found,2007,12,15,14,Hansen Club
2005,pending,2013,06,13,06,Diaz Drives
2006,pending,2018,10,01,10,Mary Drive
2007,found,2015,06,08,07,Rogers Square
2008,pending,2008,03,21,23,Joshua Fork
2009,found,2010,12,20,21,Oneal Views
2010,not found,2007,05,04,09,Day Mills
2011,found,2020,10,20,16,Gaines Ways
2012,found,2018,02,13,11,Reyes Port
2013,found,2002,04,27,11,Maxwell Turnpike
2014,not found,2014,08,27,17,Gonzalez Orchard
2015,not found,2009,04,10,22,Best Hills
2016,found,2009,07,30,06,Smith Route
2017,not found,2001,12,01,14,Young Plaza
2018,found,2016,01,26,12,Wade Shores
2019,not found,2013,03,16,02,Eric River
2020,not found,1999,05,09,18,Nicholson Light
2021,found,2016,03,08,09,Adams Skyway
2022,found,2014,10,27,23,Jasmine Viaduct
2023,pending,2007,05,02,07,Wilson Knoll
2024,found,1999,04,26,14,Andrew Views
2025,not found,2001,12,27,07,Simon Shores
2026,not found,1998,08,21,12,Jason Mountain
2027,found,1999,08,05,19,Hernandez Land
2028,found,1994,12,06,02,Gibson Via
2029,found,2004,02,23,14,Hannah Plaza
2030,found,2001,11,01,07,Angel Mountain
2031,found,2018,07,18,15,Victoria Stream
2032,found,2007,04,28,12,Michelle Views
2033,not found,2001,10,25,06,Charles Hollow
2034,found,2014,04,16,09,Carol Walk
2035,found,2014,09,02,07,Galloway Port
2036,found,2001,03,16,07,Joseph Point
2037,not found,1996,12,07,08,Michael Fall
2038,pending,1996,03,09,07,Woods Hills
2039,pending,2010,06,17,08,Cole Locks
2040,not found,2009,01,19,02,Miller Square
2041,pending,2006,05,09,14,Riley Alley
2042,pending,2017,11,01,20,Jimmy Motorway
2043,pending,2007,01,25,05,Jack Landing
2044,found,2000,01,22,16,Huang Point
2045,found,2001,08,18,17,Rachel Mill
2046,pending,2021,01,28,12,Ortiz Mall
2047,found,2017,12,26,09,William Views
2048,not found,2001,10,31,01,Martin Street
2049,not found,2020,03,03,17,Kemp Via
2050,found,2007,09,28,19,Hayes Squares
2051,found,2000,03,04,04,Lane Green
2052,found,1996,10,07,08,Cook Extensions
2053,found,2015,02,07,23,Anthony Tunnel
2054,found,2002,12,17,18,Vanessa Glens
2055,pending,2016,09,18,21,Glenn Underpass
2056,pending,2014,03,19,22,Andrew Mountains
2057,found,2006,11,05,07,Cross Garden
2058,not found,2015,12,09,18,Torres Drive
2059,found,2010,06,06,16,James Spurs
2060,found,2011,08,31,17,James Harbors
2061,found,2019,09,02,00,Mckee Camp
2062,not found,2011,02,17,13,Sally Grove
2063,not found,2011,03,31,08,Manning Stream
2064,found,2011,02,23,02,Sanders Throughway
2065,not found,1999,03,18,04,Mcgee Locks
2066,found,2002,04,09,06,Turner Falls
2067,not found,2012,09,15,00,David Crossroad
2068,found,1997,03,06,00,Nicholas Walks
2069,found,1999,06,30,16,Garcia Turnpike
2070,found,2014,09,01,21,Garner Groves
2071,found,2024,04,24,05,Alice Gateway
2072,found,2008,04,12,10,Weber Crossroad
2073,found,2004,02,17,23,Taylor Drive
2074,not found,2018,03,24,21,Melissa Forges
2075,found,2020,08,01,07,David Curve
2076,pending,1998,09,01,02,Pitts Fields
2077,found,2013,10,27,19,Michael Highway
2078,found,1996,07,01,14,Melissa Terrace
2079,not found,2003,09,22,00,Veronica Row
2080,not found,2015,01,26,17,Nguyen Trace
2081,pending,2020,11,13,15,Phelps Trafficway
2082,found,1996,05,31,10,Ellis Land
2083,found,2015,06,09,06,Anderson Way
2084,not found,2008,01,21,22,Holmes Ranch
2085,found,2012,10,14,04,Ramirez Freeway
2086,found,2006,09,08,10,Henson Forge
2087,not found,1995,10,23,07,Espinoza Meadow
2088,pending,2008,01,04,04,Smith Courts
2089,pending,2024,04,12,23,Luis Ville
2090,pending,2010,05,21,22,Denise Ports
2091,pending,1999,12,18,17,Eric Course
2092,not found,2014,04,26,10,Hines Landing
2093,found,1997,12,26,20,Marissa Harbor
2094,found,1999,08,21,07,Rebecca Plain
2095,found,2000,03,16,21,Woods Plains
2096,pending,2011,02,28,12,Butler Ports
2097,pending,2014,05,01,12,Moore Court
2098,found,1997,08,23,19,Jones Run
2099,not found,2012,09,09,16,Peterson Trafficway
2100,found,2003,05,11,22,Hannah Lodge
2101,not found,2004,05,29,09,Robert Extensions
2102,found,2014,08,05,04,Amy Way
2103,not found,2012,09,07,18,Woods Mills
2104,not found,2016,07,09,07,Bryan Port
2105,found,2001,02,14,13,Smith Green
2106,found,2007,06,07,04,Owens Valleys
2107,not found,2001,01,29,00,Lisa Fort
2108,not found,2017,02,08,22,Christian Path
2109,found,2017,03,27,07,Ryan Station
2110,pending,2017,03,27,02,Christy Skyway
2111,found,2001,07,31,09,Nelson Center
2112,not found,2009,11,25,08,Smith Shore
2113,found,2023,12,18,11,Craig Garden
2114,found,2013,02,06,01,Bryan Divide
2115,found,1999,07,15,01,Choi Rue
2116,found,2012,08,26,12,Cooper Ways
2117,not found,2023,04,05,23,Lauren Station
2118,found,2007,07,02,02,Eric Haven
2119,found,2010,02,23,17,Morris Loaf
2120,found,2001,07,10,07,Daniel Forest
2121,found,1998,07,06,00,Benjamin Street
2122,not found,2018,12,13,19,Gonzalez Station
2123,found,2004,09,19,00,Ruiz Glen
2124,not found,2003,12,22,15,Paul Ville
2125,not found,2014,01,22,22,Johnson Route
2126,found,2014,10,28,04,Jennifer Wall
2127,not found,1999,07,20,01,Steven Freeway
2128,found,2011,11,15,01,Melissa Landing
2129,found,1997,01,23,05,Shaun Mountain
2130,found,2005,02,20,09,Walter Walks
2131,pending,2015,12,07,02,Kimberly Junctions
2132,not found,2012,12,16,08,Misty Oval
2133,found,2000,12,06,14,Morse Mission
2134,not found,1999,03,13,16,Ford Well
2135,pending,2012,03,04,16,Melvin Hollow
2136,pending,2000,07,07,05,Kevin Inlet
2137,found,2016,08,05,07,Wallace Plains
2138,not found,2012,08,05,04,Bryant Pass
2139,pending,2013,10,25,06,Charlotte Forges
2140,found,2005,06,14,23,Jared Key
2141,found,2009,01,16,06,Boyd Forges
2142,found,2007,04,18,13,Kenneth Green
2143,not found,2024,03,08,08,Alexis Port
2144,pending,2002,07,05,04,Braun Common
2145,not found,1994,11,21,02,Terri Hills
2146,not found,1997,07,01,09,Briggs Dam
2147,not found,2021,05,01,04,Ferguson Cliff
2148,found,2007,11,22,11,Robinson Parks
2149,pending,2012,07,25,16,Rodriguez Street
2150,found,2008,12,18,07,Tammy Glen
2151,found,1999,09,18,21,Nicole Spring
2152,found,2009,06,01,05,Bernard Knolls
2153,found,2005,10,20,22,Sarah Common
2154,found,1998,01,15,03,Johnny Plaza
2155,found,2013,09,07,22,Joshua Union
2156,pending,2017,03,24,14,Ralph Valley
2157,found,2011,04,09,05,Carlos Port
2158,pending,2003,08,04,22,Barrett Branch
2159,found,2018,04,24,12,Sawyer Summit
2160,found,2013,06,27,19,John Well
2161,pending,2023,06,25,18,Charles Plain
2162,found,2005,03,21,19,Chen Creek
2163,found,2012,06,19,17,Krystal Oval
2164,found,2001,04,18,01,Hernandez Pine
2165,pending,2021,01,01,03,Chase Trail
2166,pending,2017,03,02,23,Anderson Rapid
2167,pending,2008,04,11,08,Williams Shores
2168,pending,1997,09,30,18,James Landing
2169,found,1995,07,14,13,Tamara Lodge
2170,not found,1994,06,25,03,Black Summit
2171,found,2020,05,01,04,Robert Islands
2172,found,2008,03,11,08,Jeffrey Plaza
2173,pending,2000,03,23,15,Gray Pines
2174,found,1996,04,03,18,Pittman Valley
2175,pending,1995,03,06,17,Lucas Road
2176,not found,1994,10,31,04,Hart Island
2177,found,2023,09,29,02,Willis Forges
2178,not found,2022,01,22,16,Bailey Ridge
2179,found,2014,11,23,02,Rios Trafficway
2180,found,2007,01,28,08,David Rapids
2181,pending,2011,06,24,04,Susan Parkway
2182,pending,1999,05,22,13,Cindy Estates
2183,not found,2022,03,06,08,Charles Mill
2184,found,2018,04,06,20,Joel Village
2185,not found,2016,02,10,06,Peterson Street
2186,found,2020,02,20,20,Megan Wells
2187,pending,2006,05,17,03,Walker Greens
2188,pending,2004,05,19,22,Flores Gateway
2189,found,2001,04,01,12,James Oval
2190,pending,1998,04,19,03,Katherine Circle
2191,not found,2009,07,03,03,Eric Streets
2192,pending,2001,04,04,01,Green Station
2193,found,2016,05,20,15,Johnson Valley
2194,found,1999,03,27,17,James River
2195,pending,2017,11,11,17,Michael Course
2196,found,1996,03,02,22,Ho Hill
2197,not found,2006,01,24,19,Kristy Passage
2198,found,1998,09,25,14,Floyd Drives
2199,found,2020,03,21,17,Pitts Dale
2200,not found,2007,04,09,13,Gutierrez Drives
2201,pending,2019,10,21,01,Rose Via
2202,found,2016,02,16,08,Kaufman Forge
2203,not found,2005,07,09,11,Cochran Causeway
2204,found,2023,06,12,15,Leblanc Mission
2205,found,2004,08,07,04,Sonya Tunnel
2206,pending,2014,12,07,23,Lynn Groves
2207,pending,2004,04,04,14,Adrian Mountains
2208,found,2016,10,28,13,Rivera Tunnel
2209,pending,2013,07,12,01,Lauren Lodge
2210,pending,2019,06,14,23,Martha Ridge
2211,found,2022,05,16,01,Lisa Manor
2212,found,1996,08,08,20,Heather Roads
2213,found,2018,10,24,05,Herman Bypass
2214,not found,2003,06,09,15,Madison Burg
2215,found,2004,02,25,22,Eric Port
2216,pending,2012,01,29,06,Cox Locks
2217,not found,2021,01,24,10,Anthony Spurs
2218,pending,1996,07,30,19,Steven Orchard
2219,not found,2022,04,13,19,Perkins Court
2220,pending,1998,05,21,14,John Rapids
2221,found,2002,02,09,23,Huff Port
2222,found,2008,01,27,04,Derek Lane
2223,pending,2018,06,18,00,Dawn Bridge
2224,found,1998,08,10,22,Collier Ramp
2225,not found,1994,10,25,03,Luna Shore
2226,pending,2012,05,09,07,Moore Mountains
2227,found,2007,08,15,09,Stokes Meadows
2228,not found,2003,06,13,03,Anderson Mountain
2229,pending,2009,09,05,13,Jeffrey Wall
2230,not found,2015,03,21,22,Kane Station
2231,not found,2015,06,21,06,Barbara Brook
2232,pending,2001,07,18,14,Isabella Light
2233,pending,2003,02,05,22,Phillip Park
2234,found,2014,09,21,03,Cohen Harbors
2235,not found,2022,12,14,00,Phyllis Shore
2236,found,2011,02,01,15,Bradley Hills
2237,not found,2000,06,06,19,Benton Oval
2238,not found,2010,06,19,22,Mueller Summit
2239,found,2023,01,15,20,Lawrence Station
2240,found,2015,10,09,04,Paul Unions
2241,found,1996,01,11,00,Brendan Wall
2242,found,2001,09,20,15,Thomas Views
2243,found,2009,05,02,22,Hammond Turnpike
2244,found,2015,08,25,00,Miles Ridges
2245,pending,1999,09,03,08,Mary Path
2246,not found,2015,01,18,01,Jocelyn Roads
2247,pending,2002,11,06,03,Mary Flats
2248,not found,2019,12,23,01,Price Throughway
2249,pending,2008,04,06,08,Javier Viaduct
2250,not found,1999,08,08,23,Brett Motorway
2251,found,2015,03,15,23,Simpson Isle
2252,found,2017,01,23,01,Anderson Mills
2253,not found,2018,06,02,10,Henry Village
2254,found,2003,12,09,18,Rachel Corner
2255,not found,2001,04,20,16,Miller Cove
2256,found,2012,01,03,08,Henderson Field
2257,not found,1999,06,07,22,Fernandez Creek
2258,pending,2011,05,07,08,Maria Prairie
2259,not found,2008,01,13,13,Carmen Trail
2260,not found,2011,12,18,08,David Forge
2261,not found,1996,09,20,11,Bean River
2262,not found,2001,10,09,09,Summers Walk
2263,found,1999,01,20,14,Martin View
2264,found,1997,07,20,03,Ana Flat
2265,pending,2018,12,09,20,Michael Lock
2266,pending,2016,05,04,14,Pitts Turnpike
2267,found,2009,09,09,20,Brian Divide
2268,not found,2000,08,16,11,Aaron Springs
2269,pending,2021,02,25,02,Nicholas Motorway
2270,found,2014,10,27,10,Edward Orchard
2271,not found,2012,08,11,02,James Divide
2272,pending,2007,01,01,06,Flores Fields
2273,found,1994,09,01,07,Mary Stream
2274,found,2007,03,10,03,Melissa Extensions
2275,found,2018,05,22,15,Dan Harbor
2276,found,2009,06,13,00,Dean Mountain
2277,pending,1997,10,24,04,Alexander Creek
2278,not found,1998,03,30,21,Crawford Manor
2279,found,1997,11,14,21,April Walk
2280,found,2007,08,05,20,Nicholas Valley
2281,found,2022,07,20,06,Nicole Forks
2282,found,2007,03,03,03,Stephanie Club
2283,pending,2013,05,02,18,David Mill
2284,found,2000,10,13,02,Anne Viaduct
2285,pending,2008,12,29,03,Young Coves
2286,found,2014,07,12,14,Maddox Street
2287,found,2018,10,27,01,Ross Run
2288,pending,2017,03,08,08,Gonzalez Divide
2289,pending,2010,05,18,10,Weiss Fall
2290,found,2015,01,13,07,Victoria View
2291,found,2022,09,26,12,Noah Lock
2292,pending,2013,03,28,17,King Islands
2293,not found,2016,05,12,21,Gentry Ville
2294,found,2020,06,04,07,Rivers Parkways
2295,not found,2008,08,09,21,Shawn Gardens
2296,found,2010,08,18,17,Flores View
2297,not found,2003,04,07,14,Noble Mountain
2298,not found,1994,12,29,23,Wiley Harbors
2299,found,2013,07,13,21,Lindsey Knoll
2300,not found,1994,07,20,14,Adam Junction
2301,pending,2017,09,08,03,Schmidt Isle
2302,pending,2021,03,17,04,Nicholas Square
2303,not found,2015,12,07,08,Eric Creek
2304,pending,1998,09,29,19,Peck Valley
2305,found,2020,04,23,21,Reilly Lights
2306,found,1996,08,28,08,Carroll Skyway
2307,found,2003,06,02,08,Munoz Wall
2308,pending,2010,08,16,09,Patricia Point
2309,found,2024,02,11,10,Hays Falls
2310,found,2001,06,20,19,Erica Crossing
2311,found,2000,10,02,06,Lloyd Curve
2312,found,2021,02,03,23,George Cape
2313,found,2019,04,18,14,Randy Meadows
2314,not found,2020,02,28,13,Holly Ville
2315,found,2015,07,17,11,Ian Mall
2316,not found,2007,07,02,22,Jackson Neck
2317,found,1998,10,07,05,Gibson Groves
2318,found,1999,07,03,13,Gray Tunnel
2319,found,1997,03,25,16,Scott Isle
2320,found,2011,01,08,00,Heather Fort
2321,found,2016,02,15,13,Kathryn View
2322,found,2003,10,10,06,Jared Walks
2323,found,2016,08,09,23,Bernard Path
2324,found,1995,06,21,06,Alisha Parkway
2325,found,2008,10,28,20,Nelson Inlet
2326,found,2008,01,12,20,Aaron Rue
2327,found,2022,06,25,12,Torres Dam
2328,not found,2023,12,26,20,Rogers Squares
2329,not found,2010,12,04,22,Danielle Plaza
2330,pending,2006,10,01,16,Glenn Fords
2331,not found,2000,06,05,13,Christopher Mountain
2332,found,2016,05,23,03,Olson Meadows
2333,pending,2013,02,26,19,Gomez Mills
2334,found,2019,01,02,04,Tran Drives
2335,found,2017,04,15,06,Stewart Brooks
2336,not found,2021,06,24,20,Bennett Springs
2337,found,2002,05,04,16,Bowen Garden
2338,found,2000,07,21,19,Anderson Brooks
2339,found,2018,12,20,08,Miller Village
2340,found,1995,12,04,07,Miller Mall
2341,found,2007,05,19,13,Angela Square
2342,found,2011,07,21,23,Anderson Ferry
2343,pending,2007,06,06,09,Johnson Pike
2344,found,2017,08,17,12,Donald Turnpike
2345,not found,2016,06,25,06,Jason Bypass
2346,found,1998,02,03,08,Martin Canyon
2347,not found,2005,04,12,04,Mary Coves
2348,not found,2011,02,18,21,James Mount
2349,found,2013,06,18,12,Sutton Curve
2350,pending,2020,02,01,00,Crawford Lock
2351,found,2019,04,08,19,Michael Hollow
2352,found,2002,01,15,01,Taylor Roads
2353,found,2014,08,19,18,Robinson Mountain
2354,found,2011,02,28,12,Tim Courts
2355,found,1996,04,16,08,Oliver Pike
2356,pending,2021,09,10,04,Hebert Inlet
2357,not found,2015,03,01,16,Nathan Key
2358,found,2004,09,21,09,Jennifer Lock
2359,found,1994,12,26,08,Emily Glens
2360,found,2002,12,26,13,Robert Cliff
2361,not found,2006,08,14,05,Yoder Prairie
2362,found,2019,03,22,05,Kevin Tunnel
2363,pending,2014,03,11,01,Mcmahon Freeway
2364,found,2015,01,06,22,Garcia Crescent
2365,not found,2007,12,17,03,Wolfe Fields
2366,found,1996,01,22,08,Hamilton Cape
2367,found,2008,06,30,21,Jimmy Pike
2368,pending,1998,08,26,23,Carter Rue
2369,pending,2007,06,09,22,Gonzales Summit
2370,found,2003,02,05,20,Cameron Burgs
2371,found,2013,09,10,03,Heather Canyon
2372,found,2017,09,05,07,Lamb Road
2373,found,2001,10,09,10,Randall Shoal
2374,not found,1997,08,29,02,Freeman Springs
2375,not found,2020,11,04,16,Snow Summit
2376,not found,2008,02,16,09,Wright Rest
2377,not found,2019,09,17,17,Calhoun Pines
2378,found,2004,04,23,13,Stephen Meadows
2379,found,2010,03,12,12,Kimberly Vista
2380,found,2008,04,03,20,Alvarez Road
2381,found,2015,04,24,06,Johnson Drives
2382,not found,2001,01,12,03,Heather Villages
2383,not found,2007,07,14,03,Wilson Light
2384,not found,2005,08,01,22,Jennifer Cliffs
2385,pending,2010,08,23,03,Drew Plains
2386,found,2024,04,02,06,Alvarez Plain
2387,found,2007,05,21,01,Harvey Roads
2388,found,2009,09,26,07,Nancy Branch
2389,found,1997,07,21,20,Hansen Turnpike
2390,not found,2021,10,18,05,Velasquez Fall
2391,found,2001,10,16,05,Robinson Port
2392,not found,2013,05,20,02,Alexander Rest
2393,not found,2017,01,16,03,Michael Ports
2394,found,2016,04,10,01,Nicholas Via
2395,found,2023,01,12,04,Clark Extensions
2396,not found,2004,08,05,15,Jessica Valleys
2397,found,2017,06,22,18,Kevin Harbors
2398,found,2021,01,04,10,Velasquez Ranch
2399,found,2011,05,29,00,Emily Garden
2400,found,1996,08,22,06,Russell Cove
2401,pending,2014,08,29,03,Ortega Lakes
2402,pending,2012,06,25,07,Wiley Center
2403,found,2021,01,09,06,Sandra Drives
2404,not found,2002,04,22,02,Leslie Brook
2405,not found,2004,06,26,03,Yolanda Squares
2406,found,2015,11,02,16,Martinez Shores
2407,pending,2010,06,12,20,Paul Alley
2408,found,2008,11,18,02,Lopez Burg
2409,not found,1998,05,01,16,Ana Center
2410,found,2000,06,12,11,Robert Keys
2411,pending,2003,03,19,06,Matthew View
2412,found,2015,08,30,02,William Row
2413,pending,2022,07,20,02,Vaughan Courts
2414,found,2007,10,06,16,White Rapid
2415,not found,2021,11,09,13,Daniel Extensions
2416,found,2013,02,24,13,Logan Station
2417,found,2012,06,01,02,Patricia Port
2418,found,2008,04,23,13,Rebecca Flat
2419,found,2016,08,25,05,Williams Circles
2420,pending,1995,01,03,01,Dyer Hollow
2421,found,2000,09,12,11,Mark Mission
2422,found,2002,07,05,14,Michael Ville
2423,not found,2010,03,22,16,Jesse Hollow
2424,not found,2005,09,21,02,Jennifer Extension
2425,not found,2006,12,26,18,Robin Islands
2426,found,1994,09,27,10,Caitlin Island
2427,found,2013,10,04,10,Anderson Light
2428,not found,2017,10,29,09,William Spur
2429,found,2012,01,17,05,Neal Inlet
2430,not found,2021,09,30,09,Neil Oval
2431,not found,2008,08,22,05,Lee Island
2432,not found,2017,10,01,09,Kaiser Unions
2433,not found,2013,08,22,01,Coleman Branch
2434,found,2005,02,21,06,Monica Skyway
2435,found,2001,06,17,01,Taylor Radial
2436,found,2009,03,01,16,Karen Forks
2437,found,2011,01,19,11,Saunders Center
2438,not found,2010,06,08,05,Bell Mountains
2439,found,2011,07,30,04,Harrell Stream
2440,not found,2019,03,15,03,Marcus Plain
2441,found,1996,05,06,12,Curtis Coves
2442,not found,2014,06,03,11,Marcus Lights
2443,pending,1996,11,12,23,Clay Inlet
2444,not found,2020,04,17,11,Hampton Neck
2445,pending,2013,05,19,05,Raymond Plaza
2446,not found,2009,11,16,21,Shane Ford
2447,found,1994,08,05,00,Matthew Isle
2448,pending,2019,12,06,13,Jacqueline Falls
2449,found,2023,06,09,18,Lynch Passage
2450,pending,2004,10,15,13,Melissa Groves
2451,found,1997,10,02,03,Reed Centers
2452,found,2000,08,12,11,Jessica Stravenue
2453,not found,2009,10,15,17,Laura Alley
2454,found,2020,05,20,16,John Walks
2455,not found,1999,04,01,04,Cesar Pine
2456,pending,2014,05,23,03,Joseph Hills
2457,not found,2000,10,15,19,Perez Parkways
2458,found,2015,04,01,02,Reid Corner
2459,found,2006,10,25,12,Smith Road
2460,pending,2020,11,29,10,Joseph Plain
2461,found,2020,08,16,18,Michael Garden
2462,found,2001,02,20,22,Gonzalez River
2463,found,2008,09,09,14,Stephanie Station
2464,not found,1994,08,07,06,Leon Falls
2465,found,2015,06,12,14,Robert Plaza
2466,found,2018,06,12,21,Karla Fields
2467,pending,2001,11,22,18,Andrew Valley
2468,not found,1994,12,20,18,Stewart Locks
2469,not found,1995,02,10,02,Tim Stravenue
2470,found,2005,01,19,16,Cassidy Brook
2471,pending,2001,11,23,21,Kim Drive
2472,found,2002,02,14,11,Henderson Mission
2473,not found,2015,08,12,10,Sheri Isle
2474,found,1999,01,23,17,Johnson Forge
2475,found,1999,12,26,09,Joseph Ports
2476,pending,2021,07,13,14,Knight Plaza
2477,pending,2006,04,17,20,Valenzuela Mission
2478,found,2000,08,31,06,Thomas Branch
2479,found,2022,08,29,17,Scott Mill
2480,found,2015,10,15,09,Caleb Ridge
2481,found,2021,08,12,04,Thompson Valleys
2482,pending,2003,12,04,23,Patricia Plains
2483,found,2013,11,26,10,Jose Ports
2484,found,2009,07,16,18,Cole Ferry
2485,found,2000,11,02,08,Bryant Spur
2486,pending,2012,09,08,06,Goodwin Mountains
2487,pending,2013,02,16,12,Vazquez Garden
2488,found,2007,02,20,01,Jacob Valleys
2489,found,1997,05,15,03,Mary Lights
2490,pending,2006,07,25,16,Crawford Canyon
2491,not found,1997,02,02,08,Andrew Landing
2492,found,2007,04,08,20,Brad Parks
2493,found,2010,02,06,05,Ricky Valleys
2494,pending,2020,08,02,02,Adam Stream
2495,not found,2006,01,20,01,David Street
2496,found,2002,09,12,07,Veronica Turnpike
2497,pending,2008,08,09,01,Kristy Lodge
2498,pending,2015,11,26,19,Flores Brooks
2499,found,2021,08,12,00,Ramsey Drive
2500,found,2019,09,26,16,Phillips Lane
2501,found,2005,06,23,06,Cox Key
2502,not found,2016,05,03,22,Samantha Ville
2503,found,2012,06,07,09,Lopez Pike
2504,not found,2015,12,30,08,Turner Ford
2505,found,2020,10,24,04,Adam Estates
2506,found,1998,03,05,14,Porter Turnpike
2507,not found,2006,04,19,15,Wong Ford
2508,found,1994,10,25,16,James Views
2509,not found,2015,06,08,15,Anderson Cape
2510,pending,2018,01,12,03,Jennifer Court
2511,not found,2004,04,27,11,Combs Flat
2512,found,2023,06,08,01,Pruitt Mews
2513,pending,2007,11,10,15,Webb Station
2514,found,2003,03,31,13,Lawson Plaza
2515,not found,2018,04,19,14,Williamson Corner
2516,found,2008,08,17,03,Rachel Spur
2517,found,2006,05,25,00,Rhonda Canyon
2518,found,2024,02,29,00,James Stream
2519,found,2019,02,20,14,Cole Row
2520,found,1996,11,02,11,Rodriguez Circle
2521,not found,2014,01,12,22,Morales Ford
2522,not found,2011,06,22,10,Hunt Square
2523,not found,2016,04,04,01,Joseph Tunnel
2524,not found,2010,04,11,00,Nicole Bridge
2525,not found,1997,05,19,20,Wanda Inlet
2526,found,2013,07,03,00,Johnny Cliff
2527,found,2010,10,29,08,Jamie Orchard
2528,not found,2000,10,27,00,Ryan Keys
2529,found,2021,01,12,02,Garcia Flats
2530,not found,1995,08,31,18,Brian Plains
2531,not found,2020,04,14,09,Adrian Forest
2532,found,2019,01,16,07,Joshua Pike
2533,not found,2019,04,14,08,Garner Inlet
2534,not found,1999,05,28,17,Walsh Meadows
2535,found,2006,08,15,01,Brooks Squares
2536,found,2003,04,18,09,Alyssa Knolls
2537,found,2002,06,03,11,Dawn Dale
2538,found,2006,03,06,08,Steele Rest
2539,pending,2013,07,27,07,Teresa Freeway
2540,pending,1997,03,13,22,Stephenson Run
2541,found,2011,03,22,01,Bonilla Forks
2542,found,1995,12,01,11,Butler Underpass
2543,not found,2011,07,22,07,Marshall Centers
2544,found,2006,07,02,22,Hunter Lights
2545,found,2003,11,08,06,Hall Cape
2546,not found,2023,01,07,18,Jason Garden
2547,not found,2012,07,11,19,Brianna Brook
2548,found,2007,04,01,13,Cole Station
2549,found,2023,09,11,12,Bennett Meadows
2550,found,2016,06,18,17,King Cliff
2551,found,2007,06,14,18,Mary Mountain
2552,found,2017,03,22,04,Alexander Dale
2553,not found,2021,03,18,19,Kristin Gateway
2554,found,1995,12,29,14,Green Dam
2555,pending,1997,09,14,01,Fisher Points
2556,pending,2007,03,24,07,Zuniga Station
2557,found,2002,03,02,15,Washington Parkways
2558,not found,2001,06,18,20,Camacho Flats
2559,pending,2006,09,17,09,Patricia Wells
2560,found,1999,01,22,16,Diane Keys
2561,not found,2024,01,04,08,Cox Stream
2562,not found,2013,03,20,20,Stephens Summit
2563,not found,2007,09,29,04,Woods Station
2564,pending,2010,11,16,22,Michael Terrace
2565,not found,2021,01,11,05,Wong Mall
2566,found,2021,10,14,17,Thomas Camp
2567,pending,2002,05,11,23,Schmidt Square
2568,not found,2014,03,30,17,West Glens
2569,found,2014,07,23,00,Diana Junctions
2570,not found,2000,10,15,11,Lawson Terrace
2571,not found,2020,03,27,12,Mendoza Turnpike
2572,found,2019,01,15,09,Brooks Valley
2573,not found,2013,04,18,05,Rick Points
2574,found,2021,12,23,00,Shaun Expressway
2575,pending,2020,06,08,01,Jorge Island
2576,not found,2014,04,03,00,Boyer Square
2577,found,2006,06,10,23,Michelle Unions
2578,found,2016,06,28,18,Brown Roads
2579,pending,2002,12,16,09,James Motorway
2580,found,2022,07,31,03,Hutchinson Squares
2581,not found,1997,04,17,11,Jessica Passage
2582,found,2003,02,20,17,Paul Landing
2583,not found,2012,07,27,03,Lewis Port
2584,pending,2006,06,10,04,Sharon Roads
2585,not found,2023,06,13,00,Timothy Fields
2586,not found,1998,01,13,07,Benjamin Tunnel
2587,found,1996,07,31,10,Wallace Alley
2588,found,2006,05,30,07,Smith Island
2589,found,1997,09,26,10,Thomas Flats
2590,found,1998,11,22,20,Joshua Station
2591,found,2016,02,08,05,Perkins Dam
2592,pending,2005,03,08,01,Shaffer Tunnel
2593,pending,2024,04,11,07,Mccormick Divide
2594,found,2000,03,21,06,Kline Canyon
2595,found,1996,04,28,03,Alexander Streets
2596,found,2006,07,19,18,Washington Neck
2597,not found,2012,07,24,06,Burgess Fall
2598,pending,2017,05,07,17,Kristen Burg
2599,found,2001,12,02,06,Henry Station
2600,pending,2011,05,31,19,Kendra Extensions
2601,not found,2006,01,11,22,Jackson Mountains
2602,pending,2020,05,24,04,Harris Drives
2603,pending,1999,02,16,21,Ho Tunnel
2604,pending,2008,11,11,23,Kelly Rue
2605,not found,2019,08,03,19,Isabella Drive
2606,found,2003,01,31,05,Katie Pines
2607,found,2002,04,06,15,Taylor Key
2608,found,1999,05,23,05,Stefanie Street
2609,found,2010,02,03,06,Kane Ports
2610,pending,2022,10,21,02,Veronica Extensions
2611,not found,2012,04,04,22,Shannon Ports
2612,found,2003,05,28,23,Eric Brook
2613,found,2013,05,13,09,King Brook
2614,found,1999,04,23,13,Kendra Plaza
2615,pending,2004,07,02,04,Harris Union
2616,found,2016,08,07,14,Brian Club
2617,found,1996,07,30,01,Mahoney Courts
2618,found,2023,06,01,23,Michael Knolls
2619,found,2007,04,15,09,George Well
2620,not found,2002,08,14,10,Mcdowell Islands
2621,pending,2013,07,24,16,Timothy Squares
